Path,Class,Folder,File,Pages,,SUM,111508,,Path,Class,Folder,File,Pages,,SUM,21185
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-03P.wtd.pdf,17,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-04.wtd.pdf,6,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-05.wtd.pdf,3,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-05A.wtd.pdf,7,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-05B.wtd.pdf,10,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-05C.wtd.pdf,11,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-05D.wtd.pdf,9,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-05E.wtd.pdf,14,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-05F.wtd.pdf,3,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-05G.wtd.pdf,5,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-05H.wtd.pdf,5,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-05I.wtd.pdf,36,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-06A.wtd.pdf,77,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-06B.wtd.pdf,11,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-06D.wtd.pdf,11,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-07.wtd.pdf,59,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-07D.wtd.pdf,15,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-08.wtd.pdf,58,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-08A.wtd.pdf,15,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-09.wtd.pdf,71,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-09A.wtd.pdf,2,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-09B.wtd.pdf,4,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-10.wtd.pdf,11,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2020-10G.wtd.pdf,39,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2021-05.wtd.pdf,15,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2021-05A.wtd.pdf,12,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2021-06.wtd.pdf,9,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2021-06A.wtd.pdf,9,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2021-06B.wtd.pdf,9,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2021-06C.wtd.pdf,12,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2021-06D.wtd.pdf,8,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2021-06E.wtd.pdf,12,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2021-06F.wtd.pdf,16,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2021-07.wtd.pdf,14,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2021-08.wtd.pdf,8,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2021-08A.wtd.pdf,8,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2021-09.wtd.pdf,4,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1248 JMD ASSOCIATES TRUCKING INC,R1,1A-1248 JMD ASSOCIATES TRUCKING INC,1A-1248_JMD_Trucking_cdd.2021-10.wtd.pdf,2,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2018-08.wtd.pdf,11,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-02.wtd.pdf,17,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-02A.wtd.pdf,36,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-03-19.wtd.pdf,12,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-03-20.wtd.pdf,9,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-03-21.wtd.pdf,6,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-03-22.wtd.pdf,9,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-03-26.wtd.pdf,7,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-03-27.wtd.pdf,5,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-03-29.wtd.pdf,3,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-03.wtd.pdf,32,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-03A.wtd.pdf,2,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-04-15.wtd.pdf,18,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-04.wtd.pdf,20,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-05.wtd.pdf,1,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-05A.wtd.pdf,6,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-06.wtd.pdf,6,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-07.wtd.pdf,3,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-07A.wtd.pdf,24,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-08.wtd.pdf,30,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-09.wtd.pdf,10,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-10.wtd.pdf,5,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-11.wtd.pdf,1,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-12.wtd.pdf,18,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-12A.wtd.pdf,3,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2019-12B.wtd.pdf,3,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2020-01.wtd.pdf,7,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2020-01C.wtd.pdf,12,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2020-02.wtd.pdf,20,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2020-02A.wtd.pdf,24,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1252 LAZAROUITCH TRUCKING LLC,R1,1A-1252 LAZAROUITCH TRUCKING LLC,1A-1252_Lazarovitch_Trucking_cdd.2020-03D.wtd.pdf,8,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1258 NETWORK,R1,1A-1258 NETWORK,1A-1258_Network_cdd.2019-08.wtd.pdf,1,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06.wtd.pdf,2,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06A.wtd.pdf,27,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06B.wtd.pdf,15,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06C.wtd.pdf,25,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06D.wtd.pdf,27,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06E.wtd.pdf,27,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06F.wtd.pdf,18,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06G.wtd.pdf,24,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06H.wtd.pdf,15,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06I.wtd.pdf,4,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06J.wtd.pdf,26,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06K.wtd.pdf,22,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06L.wtd.pdf,21,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06M.wtd.pdf,28,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06N.wtd.pdf,22,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06O.wtd.pdf,26,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06P.wtd.pdf,31,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06Q.wtd.pdf,23,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06R.wtd.pdf,27,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06S.wtd.pdf,45,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06T.wtd.pdf,8,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06U.wtd.pdf,23,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06V.wtd.pdf,17,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06W.wtd.pdf,29,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06X.wtd.pdf,12,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-06Y.wtd.pdf,18,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07.wtd.pdf,23,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07A.wtd.pdf,23,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07AA.wtd.pdf,8,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07AB.wtd.pdf,10,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07AC.wtd.pdf,3,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07AD.wtd.pdf,2,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07AE.wtd.pdf,10,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07AF.wtd.pdf,4,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07AG.wtd.pdf,6,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07AH.wtd.pdf,30,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07B.wtd.pdf,19,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07C.wtd.pdf,26,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07D.wtd.pdf,22,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07E.wtd.pdf,24,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07F.wtd.pdf,24,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07G.wtd.pdf,15,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07H.wtd.pdf,27,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07I.wtd.pdf,21,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07J.wtd.pdf,20,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07K.wtd.pdf,8,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07L.wtd.pdf,1,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07M.wtd.pdf,1,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07N.wtd.pdf,52,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07O.wtd.pdf,9,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07P.wtd.pdf,21,,,,,,,,,,,,
NYS Tracking Documents\R1\1A-1259 NEW YORK TRUCKS INC,R1,1A-1259 NEW YORK TRUCKS INC,1A-1259_New_York_Dump_Trucks_cdd.2019-07Q.wtd.pdf,22,,,,,,,,,,,,
